tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1904888948628877756',"RT @MikeWaltz47: No locations.

No sources &amp; methods.

NO WAR PLANS.

Foreign partners had already been notified that strikes were imminent.

BOTTOM LINE:  President Trump is protecting America and our interests.",en,Retweet,1013,31818,5378,12416,4493343,2025-03-26 09:31:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1904666386464727209',RT @SecDef: Also proud to present the Navy and Marine Corps Medal to Chief Petty Officer Navy Diver Pierce Decker. https://t.co/W1Pa9sLrTc,en,Retweet,144,11039,894,800,501134,2025-03-25 18:47:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/Gm679xcbYAAVcon.jpg,https://pbs.twimg.com/media/Gm679xaboAAmsFU.jpg"
'1904666001180156103',"RT @SecDef: Kicked off the day alongside the warriors of SDVT-1 at @JointBasePHH. These SEALs are the tip of the spear, masters of stealth, endurance, and lethality. America’s enemies fear them—our allies trust them. Proud to spend time with America’s best. https://t.co/a7nenKpCuY",en,Retweet,1930,68488,7107,8289,7073651,2025-03-25 18:45:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/Gm67mHLbsAAPnGL.jpg,https://pbs.twimg.com/media/Gm67mHIakAA3jvv.jpg,https://pbs.twimg.com/media/Gm67mHJbIAAEQzl.jpg"
'1904637840106938552',"RT @DeptofDefense: .@SecDef: ""@POTUS has made it clear that we will achieve peace through strength through an America First approach."" https://t.co/zeRuJuA9wO",en,Retweet,117,8991,1269,1219,443991,2025-03-25 16:53:42,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>",,,video,https://video.twimg.com/amplify_video/1904637055864352768/vid/avc1/1920x1080/dNi0zbiCUnRJXPO_.mp4?tag=16
'1904488788702671224',"RT @USNavy: Did you know that the U.S. Navy was the first branch to approve the Medal of Honor? Today, we honor the bravery and sacrifice of our nation's heroes on National Medal of Honor Day! Watch the video to learn more.

#MedalOfHonor https://t.co/D7lW4Dc40u",en,Retweet,72,4389,837,322,161954,2025-03-25 07:01:25,"<a href=""https://www.meltwater.com/"" rel=""nofollow"">Meltwater Social</a>",#MedalOfHonor,,video,https://video.twimg.com/ext_tw_video/1904488734004822016/pu/vid/avc1/1024x576/OJ-v_Io-ArM3kVht.mp4?tag=12
'1904508389809410314',"RT @SecArmy: Today, we pay tribute to Medal of Honor recipients—America’s bravest warriors who have exemplified extraordinary courage, valor, and selflessness in the face of unimaginable challenges. This prestigious award is the nation’s highest honor, bestowed upon those whose actions embody the very spirit of sacrifice. As we reflect on the remarkable stories of the 2,404 Soldiers who have earned this distinction, we honor their incredible sacrifices made to protect our freedoms and uphold the values that define our way of life. They remind us all of the strength and resilience that define our great country. 🇺🇸",en,Retweet,37,4505,838,530,132636,2025-03-25 08:19:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gm4sSRLXwAAL-N4.jpg
'1904339244622942342',"RT @CENTCOM: Give ‘em Hell Harry!!!
#HouthisAreTerrorists https://t.co/BdYihp7PyK",en,Retweet,512,14190,2005,1702,1305323,2025-03-24 21:07:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#HouthisAreTerrorists,,video,https://video.twimg.com/amplify_video/1904339139840843776/vid/avc1/1920x1080/yP1ijJ3vgqZs3S4R.mp4?tag=16
'1903931554893562026',"RT @CENTCOM: Restoring freedom of navigation
#HouthisAreTerrorists https://t.co/lq6oU0rE6o",en,Retweet,269,10010,1532,976,564620,2025-03-23 18:07:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#HouthisAreTerrorists,,video,"https://video.twimg.com/ext_tw_video/1903930717928910848/pu/vid/avc1/1280x720/OCqzSkYjXJeUzfRu.mp4?tag=12,https://video.twimg.com/ext_tw_video/1903930750405332992/pu/vid/avc1/1280x720/uw07k0iBkmdTIVOT.mp4?tag=12"
'1904143583856275891',"RT @DepPressSecDOD: .@SecDef @PeteHegseth departs DC for his Indo-Pacific tour 

📍 Hawaii 
📍 Guam 
📍 Philippines 
📍 Japan https://t.co/njBDWDBzhE",en,Retweet,261,8325,771,1467,557967,2025-03-24 08:09:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1904143411071881217/vid/avc1/1080x1920/6rMwxFoEVszvhcW_.mp4?tag=16
'1903873713436520501',"RT @marklevinshow: I’ll see you tonight on Life, Liberty &amp; Levin, 8PM Eastern on Fox. Pete Hegseth and Kayleigh McEnany. Set your DVR now!
https://t.co/GYAO9bUBXr",en,Retweet,24,2054,272,365,197832,2025-03-23 14:17:20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,https://rumble.com/v6r07z8-hegseth-and-mcenany-tonight-on-life-liberty-and-levin.html?mref=9yobh&mc=2cpbn,,
'1903620093356933234',RT @BrianHegseth: At the @MSHSL State Boys Basketball Tournament; over 100 high school seniors were sworn in to the MN Army National Guard in a between-game ceremony. Took the oath right on the court. #Patriots @SecDef @PeteHegseth https://t.co/MOllQVFZsS,en,Retweet,38,5562,691,183,184070,2025-03-22 21:29:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#Patriots,,photo,https://pbs.twimg.com/media/GmsEYwVbcAAYD44.jpg
'1903529403151249656',"Since “Judge” Reyes is now a top military planner, she/they can report to Fort Benning at 0600 to instruct our Army Rangers on how to execute High Value Target Raids…after that, Commander Reyes can dispatch to Fort Bragg to train our Green Berets on counterinsurgency warfare.",en,Tweet,2977,153227,29203,10491,8310171,2025-03-22 15:29:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1903284758529925626',RT @elonmusk: @PeteHegseth War is more accurate,en,Retweet,74,7554,371,751,278941,2025-03-21 23:17:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1903245771635318972',"Better name? 

Have my thoughts…welcome yours. 

#PeoplesPentagon",en,Tweet,681,11508,2680,8170,2213507,2025-03-21 20:42:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#PeoplesPentagon,,,
'1903146875768684630',"RT @SecDef: Amazing visit with @elonmusk at the Pentagon today. He is a patriot, and I look forward to continuing our work together. With Elon and @DOGE we are ensuring our Military continues to be the greatest fighting force the world has ever known. https://t.co/xkJam6Kmsq",en,Retweet,2532,106887,17318,5539,3382401,2025-03-21 14:09:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1903146760459128833/vid/avc1/1280x720/Ves7DxxEfz8TaBR5.mp4?tag=16
'1903115440638877890',RT @DODResponse: WOW @POTUS and @SecDef just humiliated the NYT for their lies and fake news “reporting” about Elon Musk and the Pentagon. https://t.co/JO6CG5kEy3,en,Retweet,146,5953,1069,219,154035,2025-03-21 12:04:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1903115330312081411/vid/avc1/1280x720/ATxSQG2qtC6Vr8YD.mp4?tag=16
'1902977556329931052',"RT @elonmusk: The New York Times is pure propaganda.

Also, I look forward to the prosecutions of those at the Pentagon who are leaking maliciously false information to NYT. 

They will be found. https://t.co/xANvLMOH5j",en,Retweet,6082,296442,61720,15183,29806703,2025-03-21 02:56:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gmi8AEcaEAAXAqK.jpg
'1903113927199793667',RT @SecDef: The Next Generation of Air Dominance sends a very direct and clear message to our allies and our enemies that we are not going anywhere! https://t.co/RPQrJ9mtQ1,en,Retweet,1296,46219,7530,4631,1665519,2025-03-21 11:58:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1903112287994478592/vid/avc1/1920x1080/8axS0xvwXWiBRaqn.mp4?tag=16
'1903109912596537805',"RT @RapidResponse47: .@POTUS: ""The F-47 will be the most advanced, most capable, most lethal aircraft ever built. An experimental version of the plane has secretly been flying for almost 5 years and we're confident that it massively overpowers the capabilities of any other nation."" https://t.co/J33fjUogs5",en,Retweet,1709,32603,5008,1922,2587283,2025-03-21 11:42:15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1903109514905206784/pu/vid/avc1/1280x720/YhuS8jIxxjhjawo5.mp4?tag=12
'1902919310646849893',Big announcement tomorrow for DoD. @POTUS leading the way on the future of American power.,en,Tweet,427,24787,4189,903,1092936,2025-03-20 23:04:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1902899998792016137',"RT @SeanParnellATSD: This is 100% Fake News. Just brazenly &amp; maliciously wrong.

Elon Musk is a patriot. 

We are proud to have him at the Pentagon. https://t.co/LiyXrl8gCi",en,Retweet,218,11951,2755,843,583248,2025-03-20 21:48:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gmh1do1aYAAhoKN.jpg
'1902911311102820635',"We look forward to welcoming @elonmusk to the Pentagon tomorrow. 

But the fake news delivers again — this is NOT a meeting about “top secret China war plans.” It’s an informal meeting about innovation, efficiencies &amp; smarter production. Gonna be great!",en,Tweet,175,8489,1420,404,566187,2025-03-20 22:33:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1902828536022327397',Fake,en,Tweet,768,72160,10100,3699,2158178,2025-03-20 17:04:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1902828252512629046',👍👍,art,Tweet,45,7293,612,202,167278,2025-03-20 17:03:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1902773449069621429',RT @SecDef: Another round of @DOGE findings here at the Department of Defense. https://t.co/PSrHn8Zjlq,en,Retweet,2463,59359,12182,3749,31288117,2025-03-20 13:25:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1902772769118380032/vid/avc1/1920x1080/g8o-7YCAqHAZrNF-.mp4?tag=16
'1902492705139089483',"RT @SecDef: We are appealing this decision, and we will win. https://t.co/hC7K0vtCUI",en,Retweet,1027,100984,15261,8095,2031227,2025-03-19 18:49:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GmcDCD6bwAApabQ.jpg
'1902154452473090302',RT @StephenM: District court judges have now decided they are in command of the Armed Forces…is there no end to this madness?,en,Retweet,938,57381,15153,6182,1855894,2025-03-18 20:25:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1901680287794311176',RT @SecDef: Thank you @TheNotoriousMMA for your love/support of the American warfighter! https://t.co/ioJu3CCO9A,en,Retweet,2616,85690,11664,4779,2661820,2025-03-17 13:01:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1901680115131531264/vid/avc1/1920x1080/W-xOOLLxJbKelP6g.mp4?tag=16
'1901275512955166838',"RT @RapidResponse47: .@SecDef: “An era of PEACE THROUGH STRENGTH is back — The minute the Houthis say ‘we’ll stop shooting at your ships, we’ll stop shooting at your drones,’ this campaign will end. But until then, it will be un-relenting.” 🇺🇸 https://t.co/4nJP0kqhhJ",en,Retweet,188,9424,1945,414,493589,2025-03-16 10:13:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1901275450053423104/vid/avc1/1920x1080/x-Wu2-V-6n_jXMSc.mp4?tag=16
'1901276998481158406',"RT @BreitbartNews: DEFSEC @PeteHegseth: ""Peace through strength is back — The minute the Houthis say ‘we’ll stop shooting at your ships, we’ll stop shooting at your drones,’ this campaign will end."" 

""But until then, it will be un-relenting.""
https://t.co/KqARk8DT8P",en,Retweet,53,5187,740,218,357433,2025-03-16 10:18:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/1901275450053423104/vid/avc1/1920x1080/x-Wu2-V-6n_jXMSc.mp4?tag=16
'1901001417831150000',"RT @CENTCOM: CENTCOM Forces Launch Large Scale Operation Against Iran-Backed Houthis in Yemen

On  March 15, U.S. Central Command initiated a  series of operations consisting of precision strikes against Iran-backed Houthi  targets across Yemen to defend American interests, deter enemies, and restore freedom of navigation.",en,Retweet,1578,37626,7453,3199,3721912,2025-03-15 16:03:51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1900973883768872960/pu/vid/avc1/1280x720/y1jAZxhfb71IdMRj.mp4?tag=12
'1901043879496876459',RT @CENTCOM: CENTCOM operations against Iran-backed Houthis continue... https://t.co/DYvc3gREN8,en,Retweet,2624,39587,7322,3232,4915368,2025-03-15 18:52:35,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,"https://video.twimg.com/ext_tw_video/1901033707252969473/pu/vid/avc1/1280x720/IQtz2XFfkcKVIF_R.mp4?tag=12,https://video.twimg.com/ext_tw_video/1901040704618455041/pu/vid/avc1/1280x720/sHByFffuvTkoayre.mp4?tag=12,,"
'1900989848112021890',"Godspeed to our Warriors.

Houthi attacks on American ships &amp; aircraft (and our troops!) will not be tolerated; and Iran, their benefactor, is on notice. 

Freedom of Navigation will be restored.

America—under President Donald Trump—will NEVER back down. https://t.co/famlvsEBiJ",en,Tweet,1307,71854,14211,5461,3502433,2025-03-15 15:17:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GmGsL_pbcAUaITN.jpg,https://pbs.twimg.com/media/GmGsL-3bIAAAODC.jpg"
'1900748865092936117',Well done @CENTCOM. Always on target.,en,Tweet,213,26464,3140,759,649114,2025-03-14 23:20:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1900748425517244697',"Peace Through Strength, every single day. https://t.co/3HmVZv2HSb",en,Tweet,592,66987,7846,2605,2521428,2025-03-14 23:18:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GmDQne6XYAAqzv4.jpg
'1899994315423699018',"Our troops will be fit — not fat.

Our troops will look sharp — not sloppy.

We seek only quality — not quotas.

BOTTOM LINE: our @DeptofDefense will make standards HIGH &amp; GREAT again — across the entire force.",en,Tweet,702,94329,12666,3936,2419854,2025-03-12 21:21:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1900025123924504887',https://t.co/UMunPns6K7,zxx,Reply,44,10500,648,238,163010,2025-03-12 23:24:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.foxnews.com/politics/hegseth-orders-review-military-fitness-grooming-standards-our-adversaries-not-growing-weaker,,
'1899971273062596631',"RT @SenatorBanks: Today, I met with Lt. Gen. Dan Caine (U.S. Air Force, Ret.), President Trump’s choice to be Chairman of the Joint Chiefs of Staff.

As Chairman, he will be the President’s top military advisor, helping to Make Our Military Great Again.

Lt. Gen. Caine has my full support. https://t.co/4esk7db501",en,Retweet,30,2252,285,85,112905,2025-03-12 19:50:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gl4NzYtWoAAZUAS.jpg
'1899634714316566745',"Correct 👉 “US military cancels climate change studies that Pentagon chief calls 'crap'” @DOGE 
https://t.co/0KSROZQmMl",en,Tweet,40,3982,460,257,110415,2025-03-11 21:33:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.reuters.com/world/us/us-military-cancels-climate-change-studies-that-pentagon-chief-calls-crap-2025-03-10/,,
'1899630255532298683',"Indeed a fantastic meeting today with @CIA Director @JohnRatcliffe. Thanks for having me.

One team, one fight. 

CIA &amp; DoD are shoulder-to-shoulder to deter/defeat our enemies and forge Peace through Strength.",en,Tweet,104,14932,2135,408,616405,2025-03-11 21:15:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1898813400949408080',"John is, of course, correct. 

The @DeptofDefense does not do climate change crap. 

We do training and warfighting.",en,Tweet,280,27894,4670,1805,1245573,2025-03-09 15:09:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1898571304640397567',"Thank you @infantrydort — we won’t be perfect, but we will give it everything we have &amp; will never back down. 

America First, warfighters always.",en,Tweet,111,13421,1705,602,475310,2025-03-08 22:07:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1898385922380452230',Congrats Tim! You have always had the back of warfighters — honored to have you.,en,Tweet,56,14521,1429,374,327226,2025-03-08 09:50:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1898025993857532170',"RT @USArmy: Today, we mark the official renaming of Fort Bragg with a ceremony. 🇺🇸 

This event will honor the legacy of Army Hero and WWII Veteran Pfc. Roland L. Bragg. 

Watch to learn more about the life and legacy of Pfc. Bragg's service. https://t.co/2Ob5fHCnq9",en,Retweet,220,8158,1584,455,253095,2025-03-07 10:00:35,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",,,video,https://video.twimg.com/amplify_video/1898025856515051521/vid/avc1/1920x1080/e_prIIH3Kgn_A4--.mp4?tag=16
'1897645155475198165',"RT @VP: Turns out all we needed to secure the border was a new president.

@POTUS https://t.co/OZU1j53ppd",en,Retweet,1983,153567,18402,5731,4050362,2025-03-06 08:47:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1897644825899393025/vid/avc1/1280x562/hkCiWZFPM45KU91N.mp4?tag=16
'1897773672028340494',"RT @WhiteHouse: ""We just had a meeting with most of the Secretaries, Elon, and others, and it was a very positive one. It’s very important that we cut levels down to where they should be, but it’s also important to keep the best and most productive people... The relationships between everybody in that room are extraordinary. They all want to get to the exact same place, which is, simply, to MAKE AMERICA GREAT AGAIN!"" - President Donald J. Trump",en,Retweet,608,31847,5104,2050,1915093,2025-03-06 17:17:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GlY-qsBXcAAWD2O.jpg,https://pbs.twimg.com/media/GlY-qsAWEAAMPbk.jpg,https://pbs.twimg.com/media/GlY-qsCXwAAoiNO.jpg,https://pbs.twimg.com/media/GlY-qsBXsAAreHt.jpg"
'1897732067527450869',"RT @cspan: British Defense Secretary John Healey to @SecDef Hegseth: ""You challenged Europe to step up. You challenged us to step up on Ukraine, on defense spending, on European security. I say to you that we have, we are and we will further."" https://t.co/WbHF2Exb82",en,Retweet,1647,11963,1772,657,2294665,2025-03-06 14:32:37,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1897729890515910656/vid/avc1/1280x720/6r5zuZOD9ZEHlwtJ.mp4?tag=14
'1897735536582050250',"RT @DODResponse: . @SecDef to the legacy media

“The press is interested in narratives. @POTUS is interested in PEACE!” https://t.co/y23wo4xZNx",en,Retweet,209,9480,1698,562,556043,2025-03-06 14:46:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1897735346021933056/vid/avc1/1280x720/wlTMcpIx7LH2DKrv.mp4?tag=16
'1897395047055696044',"RT @TPostMillennial: Pete Hegseth says there has been a 98% drop in crossings at the southern border:

""We're not yet at 100% operational control, but we are on our way because that is the mandate that the President has given us. So more resources are coming to this border."" https://t.co/AhRur3rx0P",en,Retweet,33,2301,265,115,97107,2025-03-05 16:13:25,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1897394281507082240/vid/avc1/1086x606/AoKItU672GjyjNeu.mp4?tag=14
'1897367851859894759',"At the border today w/ two great Americans. @JDVance @TulsiGabbard

Border Security = National Security. The difference under this POTUS is night and day.

Thanks for having us Mr. @VP. https://t.co/GwkM8Jvgjk",en,Tweet,566,57959,7150,2408,1187073,2025-03-05 14:25:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GlTN9ZhWoAAEprY.jpg,https://pbs.twimg.com/media/GlTN9ZiXcAAaAUd.jpg"
'1897267426376737105',"RT @RapidResponse47: .@SecDef: ""The brave men and women of America have stepped right up. When they see who their Commander-in-Chief is, what his focus is... they're ready to raise their right hand... we've seen RECORD numbers across the country of Americans saying, 'I want to serve under @POTUS.'"" https://t.co/CdK0MRqGzf",en,Retweet,102,9300,1442,257,219223,2025-03-05 07:46:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1897266762015526912/pu/vid/avc1/1280x720/rX-9peml6wahHKqI.mp4?tag=12
'1897132093060358169',"RT @RapidResponse47: 🚨 President Trump announces that Muhammed Sharifullah — the ISIS terrorist who orchestrated the Abbey Gate attack — is on his way to the United States to face justice.

13 brave American heroes were killed in the attack. https://t.co/XyHRoIeaWB",en,Retweet,251,11202,1821,250,729518,2025-03-04 22:48:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1897131739270496256/pu/vid/avc1/1280x720/hiN4GtjS5_9KbKTC.mp4?tag=12
'1897129602172248372',RT @SecDef: Thank you @POTUS it is the honor of my life to serve the American warfighter 🇺🇸,en,Retweet,167,34407,3440,781,553168,2025-03-04 22:38:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1897076768412196907',100% correct. @ElbridgeColby is the man for this important job. Can’t wait to work with him.,en,Tweet,58,7785,1237,148,349664,2025-03-04 19:08:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
